date,inflation,unemployment
2010-12-01,3.6210061037040906,8.5
2011-01-01,4.3326658604785875,8.0
2011-02-01,4.575116396536102,8.0
2011-03-01,4.704691018740678,7.9
2011-04-01,3.901375749375021,8.0
2011-05-01,3.776774675652391,7.8
2011-06-01,3.7647721829233114,7.9
2011-07-01,3.164372113173427,7.8
2011-08-01,2.3605938235574517,7.6
2011-09-01,2.0938208876812934,7.6
2011-10-01,2.141362585712255,7.7
2011-11-01,2.162194430180183,7.2
2011-12-01,1.9587912218856551,7.2
2012-01-01,1.9431757276746253,7.0
2012-02-01,2.1402918922721246,6.9
2012-03-01,1.3570858547705311,6.8
2012-04-01,1.1442715224774325,6.8
2012-05-01,0.6571942972700994,6.9
2012-06-01,1.3916106674512452,7.0
2012-07-01,1.9271698455538633,6.8
2012-08-01,2.1343710916402157,6.7
2012-09-01,2.2121382192311043,6.6
2012-10-01,2.3531945325578083,6.5
2012-11-01,2.6915903353819624,6.4
